Nº,Formation,Min,Sh,G,ShA,GA,xG,xGA,xGD,xG90,xGA90,Año,Club
1,5-3-2,1924,211,22,232,20,18.80-3.20,23.42+3.42,-4.62,0.88,1.10,2021,Getafe
2,3-5-2,649,74,2,71,6,6.74+4.74,8.29+2.29,-1.55,0.93,1.15,2021,Getafe
3,4-4-2,461,52,4,50,7,3.69-0.31,6.39-0.61,-2.70,0.72,1.25,2021,Getafe
4,4-4-1-1,217,25,0,28,3,1.03+1.03,4.00+1.00,-2.98,0.43,1.66,2021,Getafe
5,4-3-3,93,9,1,10,1,0.52-0.48,0.80-0.20,-0.28,0.51,0.77,2021,Getafe
6,3-4-1-2,81,11,2,8,1,0.88-1.12,0.52-0.48,0.36,0.98,0.58,2021,Getafe
7,3-1-4-2,75,8,0,7,1,0.27+0.27,1.01+0.01,-0.74,0.32,1.21,2021,Getafe
8,4-1-3-2,62,6,2,7,2,0.38-1.62,1.34-0.66,-0.96,0.55,1.94,2021,Getafe
9,4-3-1-2,47,13,0,0,0,0.68+0.68,0.00,0.68,1.29,0.00,2021,Getafe
1,4-4-2,2337,288,20,302,32,30.34+10.34,37.13+5.13,-6.79,1.17,1.43,2021,Cadiz
2,4-1-4-1,402,32,8,60,10,5.11-2.89,8.90-1.10,-3.79,1.14,1.99,2021,Cadiz
3,4-2-3-1,357,30,2,49,3,4.18+2.18,3.64+0.64,0.54,1.05,0.92,2021,Cadiz
4,4-4-1-1,247,32,1,36,4,1.50+0.50,4.57+0.57,-3.07,0.55,1.67,2021,Cadiz
5,3-4-1-2,95,9,1,6,1,0.65-0.35,0.89-0.11,-0.23,0.62,0.84,2021,Cadiz
6,3-4-3,63,6,0,5,0,0.34+0.34,0.12+0.12,0.22,0.49,0.17,2021,Cadiz
7,4-5-1,44,4,0,5,0,0.26+0.26,0.24+0.24,0.02,0.53,0.49,2021,Cadiz
8,4-1-3-2,30,6,0,3,1,0.56+0.56,0.15-0.85,0.41,1.67,0.45,2021,Cadiz
9,5-4-1,21,1,0,5,0,0.10+0.10,0.47+0.47,-0.37,0.44,2.03,2021,Cadiz
10,3-4-2-1,20,4,3,1,0,1.07-1.93,0.01+0.01,1.07,4.83,0.03,2021,Cadiz
1,4-2-3-1,1755,234,17,232,30,20.80+3.80,25.94-4.06,-5.15,1.07,1.33,2021,Mallorca
2,4-4-2,834,107,7,99,12,10.90+3.90,13.01+1.01,-2.11,1.18,1.40,2021,Mallorca
3,5-3-2,475,52,6,70,6,5.48-0.52,9.21+3.21,-3.73,1.04,1.75,2021,Mallorca
4,4-3-3,344,40,3,40,11,4.86+1.86,7.77-3.23,-2.91,1.27,2.03,2021,Mallorca
5,3-4-1-2,92,6,1,17,2,1.24+0.24,1.65-0.35,-0.41,1.21,1.61,2021,Mallorca
6,4-4-1-1,87,4,2,11,1,0.40-1.60,1.42+0.42,-1.02,0.42,1.47,2021,Mallorca
7,5-4-1,49,4,0,4,1,0.13+0.13,1.09+0.09,-0.97,0.23,2.01,2021,Mallorca
1,4-4-2,1679,212,24,260,31,21.61-2.39,34.70+3.70,-13.09,1.16,1.86,2021,Granada
2,4-3-3,761,97,5,108,11,9.43+4.43,10.31-0.69,-0.88,1.12,1.22,2021,Granada
3,5-3-2,390,51,6,66,6,5.15-0.85,8.05+2.05,-2.90,1.19,1.86,2021,Granada
4,4-2-3-1,351,32,7,64,4,3.91-3.09,6.21+2.21,-2.30,1.00,1.59,2021,Granada
5,4-1-4-1,172,11,1,35,2,1.02+0.02,4.19+2.19,-3.17,0.54,2.19,2021,Granada
6,4-5-1,94,8,1,12,3,1.21+0.21,1.83-1.17,-0.62,1.16,1.76,2021,Granada
7,4-4-1-1,92,8,0,14,2,0.39+0.39,2.51+0.51,-2.12,0.38,2.45,2021,Granada
8,3-4-3,50,4,0,4,0,0.10+0.10,0.21+0.21,-0.11,0.19,0.39,2021,Granada
9,5-4-1,20,1,0,2,0,0.02+0.02,0.07+0.07,-0.06,0.09,0.34,2021,Granada
10,3-5-2,16,0,0,1,1,0.00,0.31-0.69,-0.31,0.00,1.73,2021,Granada
11,3-4-2-1,8,2,0,1,1,0.02+0.02,0.96-0.04,-0.94,0.23,10.78,2021,Granada
1,5-3-2,990,136,16,140,16,20.30+4.30,17.40+1.40,2.90,1.85,1.58,2021,Levante
2,4-4-2,909,111,13,114,20,14.37+1.37,14.19-5.81,0.18,1.42,1.40,2021,Levante
3,4-3-3,485,58,8,75,8,7.99-0.01,7.71-0.29,0.28,1.48,1.43,2021,Levante
4,4-1-4-1,291,25,1,56,9,2.48+1.48,6.41-2.59,-3.94,0.77,1.98,2021,Levante
5,3-4-3,271,27,1,36,6,1.96+0.96,4.39-1.61,-2.43,0.65,1.46,2021,Levante
6,4-4-1-1,179,26,1,30,6,1.72+0.72,5.06-0.94,-3.35,0.86,2.55,2021,Levante
7,3-5-2,170,14,1,12,2,2.48+1.48,0.93-1.07,1.55,1.32,0.49,2021,Levante
8,5-4-1,97,11,3,8,0,2.13-0.87,1.05+1.05,1.08,1.98,0.97,2021,Levante
9,4-2-3-1,97,17,5,14,3,2.49-2.51,2.11-0.89,0.38,2.31,1.95,2021,Levante
10,3-4-2-1,69,9,2,16,4,1.50-0.50,1.96-2.04,-0.47,1.95,2.56,2021,Levante
11,3-1-4-2,62,8,0,10,2,0.77+0.77,1.87-0.13,-1.10,1.11,2.71,2021,Levante
1,4-2-3-1,1209,140,10,169,20,13.99+3.99,22.09+2.09,-8.10,1.04,1.64,2021,Alaves
2,4-4-2,1053,113,6,141,17,11.06+5.06,15.42-1.58,-4.36,0.95,1.32,2021,Alaves
3,4-3-3,562,53,8,83,15,6.03-1.97,13.21-1.79,-7.18,0.97,2.12,2021,Alaves
4,4-1-4-1,527,46,7,83,10,6.69-0.31,8.64-1.36,-1.95,1.14,1.48,2021,Alaves
5,5-4-1,102,17,0,19,1,0.81+0.81,2.74+1.74,-1.93,0.71,2.42,2021,Alaves
6,4-4-1-1,93,14,0,13,0,2.03+2.03,1.15+1.15,0.88,1.97,1.12,2021,Alaves
7,3-4-1-2,46,0,0,11,2,0.00,3.02+1.02,-3.02,0.00,5.92,2021,Alaves
1,4-4-2,1023,147,23,103,6,24.16+1.16,12.36+6.36,11.80,2.13,1.09,2020,Atletico_Madrid
2,3-1-4-2,735,98,15,70,9,11.38-3.62,6.02-2.98,5.36,1.39,0.74,2020,Atletico_Madrid
3,3-4-2-1,654,77,10,77,2,7.24-2.76,6.48+4.48,0.76,1.00,0.89,2020,Atletico_Madrid
4,3-5-2,366,29,7,31,2,4.33-2.67,3.50+1.50,0.83,1.07,0.86,2020,Atletico_Madrid
5,4-3-3,332,61,6,32,4,6.47+0.47,3.91-0.09,2.56,1.75,1.06,2020,Atletico_Madrid
6,4-1-4-1,175,19,2,19,0,3.06+1.06,0.79+0.79,2.27,1.58,0.41,2020,Atletico_Madrid
7,5-3-2,95,9,1,13,0,0.81-0.19,1.30+1.30,-0.49,0.77,1.23,2020,Atletico_Madrid
8,4-3-2-1,93,17,2,5,0,2.35+0.35,1.41+1.41,0.95,2.28,1.36,2020,Atletico_Madrid
9,5-4-1,43,1,0,8,1,0.06+0.06,1.48+0.48,-1.42,0.13,3.10,2020,Atletico_Madrid
10,4-2-3-1,13,1,0,2,0,0.06+0.06,0.10+0.10,-0.03,0.44,0.66,2020,Atletico_Madrid
11,4-4-1-1,10,2,1,0,0,0.52-0.48,0.00,0.52,4.71,0.00,2020,Atletico_Madrid
12,4-5-1,9,1,0,3,1,0.02+0.02,0.60-0.40,-0.59,0.16,6.03,2020,Atletico_Madrid
1,4-3-3,2182,335,42,219,17,41.73-0.27,24.53+7.53,17.20,1.72,1.01,2020,Real_Madrid
2,4-2-3-1,553,84,7,59,6,7.00,9.14+3.14,-2.14,1.14,1.49,2020,Real_Madrid
3,4-3-1-2,191,27,4,26,2,7.55+3.55,1.95-0.05,5.59,3.56,0.92,2020,Real_Madrid
4,3-4-3,179,31,5,12,0,5.32+0.32,1.19+1.19,4.12,2.67,0.60,2020,Real_Madrid
5,4-1-2-1-2,98,13,2,8,1,1.70-0.30,0.90-0.10,0.80,1.56,0.83,2020,Real_Madrid
6,4-1-4-1,94,14,2,18,1,1.68-0.32,1.16+0.16,0.52,1.61,1.11,2020,Real_Madrid
7,3-4-2-1,93,21,2,10,0,1.96-0.04,0.30+0.30,1.66,1.90,0.29,2020,Real_Madrid
8,3-1-4-2,64,10,0,3,1,0.88+0.88,0.73-0.27,0.16,1.24,1.02,2020,Real_Madrid
9,3-4-1-2,39,8,3,3,0,1.29-1.71,0.16+0.16,1.13,2.98,0.38,2020,Real_Madrid
10,4-3-2-1,13,1,0,1,0,0.26+0.26,0.04+0.04,0.22,1.78,0.25,2020,Real_Madrid
11,4-2-2-2,11,2,0,1,0,0.17+0.17,0.03+0.03,0.14,1.36,0.23,2020,Real_Madrid
12,4-4-2,7,4,0,0,0,0.32+0.32,0.00,0.32,4.14,0.00,2020,Real_Madrid
1,4-2-3-1,1018,173,19,83,9,24.48+5.48,13.07+4.07,11.41,2.16,1.16,2020,Barcelona
2,4-3-3,944,164,25,78,8,25.65+0.65,9.23+1.23,16.42,2.45,0.88,2020,Barcelona
3,3-1-4-2,612,93,12,49,6,16.36+4.36,4.57-1.43,11.78,2.41,0.67,2020,Barcelona
4,3-4-2-1,497,84,15,54,5,11.95-3.05,5.98+0.98,5.96,2.16,1.08,2020,Barcelona
5,4-4-2,190,28,6,27,5,6.02+0.02,4.13-0.87,1.89,2.85,1.96,2020,Barcelona
6,3-5-2,93,10,5,6,2,3.19-1.81,2.40+0.40,0.79,3.08,2.32,2020,Barcelona
7,4-1-4-1,86,24,2,12,2,3.24+1.24,2.00,1.24,3.39,2.09,2020,Barcelona
8,3-4-3,73,7,0,12,0,0.26+0.26,1.27+1.27,-1.01,0.31,1.57,2020,Barcelona
9,3-4-1-2,20,1,0,4,1,0.06+0.06,0.19-0.81,-0.13,0.28,0.85,2020,Barcelona
10,4-4-1-1,18,2,1,4,0,0.56-0.44,0.20+0.20,0.35,2.78,1.02,2020,Barcelona
11,5-4-1,9,1,0,2,0,0.14+0.14,0.08+0.08,0.06,1.38,0.75,2020,Barcelona
1,4-3-3,3280,429,52,325,27,53.68+1.68,33.49+6.49,20.19,1.47,0.92,2020,Sevilla
2,4-2-3-1,139,17,0,16,5,2.52+2.52,2.09-2.91,0.43,1.63,1.35,2020,Sevilla
3,4-1-4-1,31,1,0,4,0,0.03+0.03,0.96+0.96,-0.93,0.09,2.79,2020,Sevilla
4,3-4-2-1,30,1,0,2,1,0.01+0.01,1.06+0.06,-1.05,0.04,3.18,2020,Sevilla
5,4-3-1-2,27,1,0,1,0,0.14+0.14,0.07+0.07,0.08,0.48,0.23,2020,Sevilla
6,4-4-2,26,7,1,0,0,0.99-0.01,0.00,0.99,3.42,0.00,2020,Sevilla
7,3-4-3,22,2,0,2,0,0.10+0.10,0.07+0.07,0.03,0.40,0.27,2020,Sevilla
8,3-4-1-2,17,3,0,3,0,0.10+0.10,0.30+0.30,-0.20,0.55,1.59,2020,Sevilla
1,4-2-3-1,936,107,8,89,8,16.11+8.11,8.10+0.10,8.01,1.55,0.78,2020,Real_Sociedad
2,4-3-3,914,116,16,75,11,21.38+5.38,8.56-2.44,12.81,2.10,0.84,2020,Real_Sociedad
3,4-1-4-1,819,102,17,58,5,14.91-2.09,9.30+4.30,5.62,1.64,1.02,2020,Real_Sociedad
4,4-4-2,511,64,10,76,5,6.82-3.18,7.05+2.05,-0.23,1.20,1.24,2020,Real_Sociedad
5,4-4-1-1,188,16,6,19,2,4.58-1.42,2.63+0.63,1.95,2.19,1.26,2020,Real_Sociedad
6,3-4-3,84,7,1,13,5,0.72-0.28,3.19-1.81,-2.48,0.77,3.42,2020,Real_Sociedad
7,3-5-2,47,10,0,4,2,0.65+0.65,0.89-1.11,-0.23,1.25,1.70,2020,Real_Sociedad
8,3-1-4-2,24,5,1,1,0,0.92-0.08,0.09+0.09,0.83,3.45,0.34,2020,Real_Sociedad
9,3-5-1-1,20,2,0,0,0,0.06+0.06,0.00,0.06,0.29,0.00,2020,Real_Sociedad
10,5-4-1,15,2,0,2,0,0.10+0.10,0.04+0.04,0.06,0.61,0.23,2020,Real_Sociedad
1,4-2-3-1,2994,379,43,306,39,44.45+1.45,41.24+2.24,3.22,1.34,1.24,2020,Real_Betis
2,4-4-2,210,20,2,23,3,1.86-0.14,2.38-0.62,-0.52,0.80,1.02,2020,Real_Betis
3,4-4-1-1,188,20,2,21,3,1.31-0.69,3.12+0.12,-1.82,0.63,1.50,2020,Real_Betis
4,4-3-3,95,17,3,4,1,3.07+0.07,0.48-0.52,2.60,2.91,0.45,2020,Real_Betis
5,4-1-4-1,63,5,0,11,3,0.21+0.21,4.08+1.08,-3.87,0.30,5.83,2020,Real_Betis
6,4-1-3-2,29,2,0,4,1,0.18+0.18,0.34-0.66,-0.17,0.55,1.06,2020,Real_Betis
1,4-4-2,1559,180,34,207,19,28.42-5.58,26.28+7.28,2.14,1.64,1.52,2020,Villarreal
2,4-3-3,1047,115,14,108,19,17.33+3.33,12.41-6.59,4.93,1.49,1.07,2020,Villarreal
3,4-1-4-1,431,46,5,46,3,5.07+0.07,3.35+0.35,1.72,1.06,0.70,2020,Villarreal
4,4-2-3-1,181,22,2,21,0,2.48+0.48,1.41+1.41,1.06,1.23,0.70,2020,Villarreal
5,4-4-1-1,97,15,1,8,1,2.03+1.03,0.56-0.44,1.47,1.88,0.52,2020,Villarreal
6,3-5-2,95,16,1,12,2,2.61+1.61,1.29-0.71,1.31,2.47,1.23,2020,Villarreal
7,3-4-2-1,86,7,0,4,0,0.44+0.44,0.16+0.16,0.28,0.46,0.17,2020,Villarreal
8,4-2-2-2,64,8,3,3,0,2.60-0.40,0.40+0.40,2.20,3.66,0.56,2020,Villarreal
1,4-1-3-2,2024,192,31,217,31,27.67-3.33,27.45-3.55,0.22,1.23,1.22,2020,Celta_Vigo
2,4-4-2,500,64,11,74,12,9.75-1.25,9.47-2.53,0.28,1.75,1.70,2020,Celta_Vigo
3,5-3-2,282,30,2,28,5,3.53+1.53,4.18-0.82,-0.64,1.13,1.33,2020,Celta_Vigo
4,4-1-2-1-2,248,28,8,34,5,5.17-2.83,4.36-0.64,0.81,1.87,1.58,2020,Celta_Vigo
5,4-1-4-1,188,19,2,21,1,2.97+0.97,2.26+1.26,0.71,1.42,1.08,2020,Celta_Vigo
6,4-2-3-1,123,12,1,17,2,1.39+0.39,2.49+0.49,-1.10,1.02,1.82,2020,Celta_Vigo
7,4-3-3,93,6,0,8,0,0.78+0.78,0.34+0.34,0.44,0.76,0.33,2020,Celta_Vigo
8,4-4-1-1,73,6,0,9,1,0.29+0.29,0.44-0.56,-0.15,0.35,0.54,2020,Celta_Vigo
9,5-4-1,17,1,0,5,0,0.36+0.36,1.42+1.42,-1.06,1.90,7.49,2020,Celta_Vigo
10,3-4-2-1,15,0,0,1,0,0.00,0.01+0.01,-0.01,0.00,0.08,2020,Celta_Vigo
1,4-4-2,1965,224,28,232,23,28.25+0.25,21.44-1.56,6.81,1.29,0.98,2020,Athletic_Club
2,4-2-3-1,1596,183,18,146,19,18.68+0.68,18.13-0.87,0.55,1.05,1.02,2020,Athletic_Club
1,4-2-3-1,1989,219,24,264,42,24.26+0.26,34.89-7.11,-10.63,1.10,1.58,2020,Granada
2,4-1-4-1,446,41,5,53,3,4.40-0.60,6.49+3.49,-2.09,0.89,1.31,2020,Granada
3,4-4-2,395,40,7,50,8,6.62-0.38,5.74-2.26,0.88,1.51,1.31,2020,Granada
4,5-4-1,250,19,3,33,2,2.27-0.73,2.65+0.65,-0.38,0.82,0.95,2020,Granada
5,3-4-3,204,21,3,31,5,3.14+0.14,6.72+1.72,-3.59,1.38,2.97,2020,Granada
6,3-4-2-1,182,7,2,33,4,0.88-1.12,4.57+0.57,-3.69,0.43,2.26,2020,Granada
7,4-3-3,94,8,2,14,0,1.38-0.62,1.05+1.05,0.33,1.32,1.00,2020,Granada
8,3-4-1-2,8,2,1,1,0,0.05-0.95,0.05+0.05,0.01,0.61,0.52,2020,Granada
9,5-3-2,6,1,0,2,1,0.02+0.02,0.52-0.48,-0.50,0.30,7.80,2020,Granada
1,4-4-2,1892,196,17,206,23,19.37+2.37,25.78+2.78,-6.40,0.92,1.23,2020,Osasuna
2,4-1-4-1,677,74,8,87,8,8.01+0.01,9.67+1.67,-1.67,1.06,1.29,2020,Osasuna
3,4-3-3,433,46,7,52,6,8.06+1.06,4.20-1.80,3.86,1.68,0.87,2020,Osasuna
4,4-4-1-1,160,25,3,20,4,2.61-0.39,3.38-0.62,-0.76,1.47,1.90,2020,Osasuna
5,4-2-3-1,112,10,1,15,0,0.76-0.24,1.85+1.85,-1.09,0.61,1.49,2020,Osasuna
6,5-4-1,95,5,1,26,2,0.67-0.33,2.99+0.99,-2.32,0.64,2.83,2020,Osasuna
7,4-5-1,93,7,0,12,1,0.41+0.41,3.08+2.08,-2.67,0.40,2.98,2020,Osasuna
8,5-3-2,93,12,0,15,4,1.35+1.35,4.16+0.16,-2.80,1.31,4.02,2020,Osasuna
1,4-4-2,2593,227,23,314,44,27.33+4.33,43.02-0.98,-15.69,0.95,1.49,2020,Cadiz
2,4-1-4-1,305,20,4,54,3,5.70+1.70,7.23+4.23,-1.53,1.68,2.13,2020,Cadiz
3,4-2-3-1,290,30,3,22,3,3.24+0.24,2.10-0.90,1.13,1.00,0.65,2020,Cadiz
4,4-4-1-1,191,10,3,24,1,2.29-0.71,1.40+0.40,0.89,1.08,0.66,2020,Cadiz
5,4-3-3,72,5,2,14,2,0.41-1.59,0.98-1.02,-0.56,0.52,1.22,2020,Cadiz
6,5-3-2,43,2,1,10,2,0.35-0.65,3.17+1.17,-2.82,0.74,6.63,2020,Cadiz
7,5-4-1,30,6,0,8,1,0.24+0.24,1.45+0.45,-1.21,0.73,4.35,2020,Cadiz
8,4-5-1,26,2,0,0,0,0.08+0.08,0.00,0.08,0.27,0.00,2020,Cadiz
9,4-1-3-2,21,3,0,1,1,0.16+0.16,0.81-0.19,-0.65,0.69,3.48,2020,Cadiz
10,3-4-1-2,17,1,0,3,1,0.01+0.01,0.45-0.55,-0.44,0.06,2.40,2020,Cadiz
1,4-4-2,2838,323,41,419,43,37.51-3.49,45.16+2.16,-7.66,1.19,1.43,2020,Valencia
2,3-4-2-1,278,27,3,49,2,2.32-0.68,3.48+1.48,-1.16,0.75,1.13,2020,Valencia
3,5-4-1,272,26,4,52,2,2.10-1.90,4.81+2.81,-2.71,0.69,1.59,2020,Valencia
4,5-3-2,79,6,1,12,3,1.32+0.32,4.61+1.61,-3.29,1.50,5.25,2020,Valencia
5,4-2-3-1,69,9,1,7,1,0.87-0.13,0.47-0.53,0.41,1.14,0.61,2020,Valencia
6,4-4-1-1,40,3,0,4,1,0.10+0.10,0.30-0.70,-0.20,0.22,0.66,2020,Valencia
7,4-3-2-1,14,3,0,5,1,0.15+0.15,0.64-0.36,-0.50,0.94,4.12,2020,Valencia
1,4-4-2,2720,297,41,346,43,33.65-7.35,41.93-1.07,-8.29,1.11,1.39,2020,Levante
2,3-4-2-1,278,24,3,45,3,2.12-0.88,4.92+1.92,-2.80,0.69,1.59,2020,Levante
3,3-1-4-2,156,17,1,17,2,1.39+0.39,2.13+0.13,-0.74,0.80,1.23,2020,Levante
4,4-4-1-1,112,7,0,17,3,0.36+0.36,3.03+0.03,-2.66,0.29,2.43,2020,Levante
5,3-5-2,107,13,1,9,2,1.78+0.78,2.54+0.54,-0.77,1.49,2.14,2020,Levante
6,4-2-3-1,88,15,0,9,2,1.46+1.46,0.67-1.33,0.79,1.49,0.69,2020,Levante
7,5-3-2,68,4,0,20,1,0.24+0.24,2.94+1.94,-2.70,0.31,3.89,2020,Levante
8,4-1-2-1-2,23,5,0,1,0,0.17+0.17,0.10+0.10,0.07,0.68,0.40,2020,Levante
9,5-4-1,7,0,0,1,1,0.00,0.04-0.96,-0.04,0.00,0.52,2020,Levante
10,4-3-3,5,1,0,0,0,0.12+0.12,0.00,0.12,2.08,0.00,2020,Levante
1,4-4-2,2293,245,18,200,23,22.77+4.77,25.23+2.23,-2.46,0.89,0.99,2020,Getafe
2,4-4-1-1,516,51,5,64,10,6.10+1.10,9.64-0.36,-3.55,1.06,1.68,2020,Getafe
3,4-1-4-1,249,19,1,20,2,0.85-0.15,2.82+0.82,-1.97,0.31,1.02,2020,Getafe
4,4-2-3-1,243,28,1,16,1,4.04+3.04,2.16+1.16,1.89,1.50,0.80,2020,Getafe
5,4-3-3,93,6,2,10,5,2.40+0.40,3.19-1.81,-0.79,2.32,3.08,2020,Getafe
6,3-4-3,79,3,0,5,0,0.13+0.13,0.20+0.20,-0.07,0.14,0.23,2020,Getafe
7,3-5-2,61,7,0,6,2,0.67+0.67,1.08-0.92,-0.41,0.99,1.60,2020,Getafe
8,5-4-1,37,4,1,1,0,0.30-0.70,0.01+0.01,0.29,0.72,0.02,2020,Getafe
9,4-5-1,8,0,0,1,0,0.00,0.03+0.03,-0.03,0.00,0.32,2020,Getafe
1,4-4-2,2540,250,24,289,45,28.87+4.87,40.40-4.60,-11.53,1.02,1.43,2020,Alaves
2,3-5-2,303,34,6,28,3,4.00-2.00,3.80+0.80,0.20,1.19,1.13,2020,Alaves
3,4-3-3,266,29,4,23,2,3.19-0.81,2.05+0.05,1.15,1.08,0.69,2020,Alaves
4,4-1-4-1,176,11,1,33,2,1.47+0.47,2.72+0.72,-1.26,0.75,1.39,2020,Alaves
5,3-1-4-2,96,7,0,11,1,1.29+1.29,0.34-0.66,0.95,1.21,0.32,2020,Alaves
6,4-5-1,95,5,1,8,2,1.15+0.15,2.32+0.32,-1.16,1.09,2.20,2020,Alaves
7,3-4-1-2,93,13,0,7,2,0.91+0.91,0.91-1.09,-0.00,0.88,0.88,2020,Alaves
1,4-4-2,1536,125,15,185,27,15.23+0.23,26.24-0.76,-11.01,0.89,1.54,2020,Elche
2,4-1-4-1,726,51,4,102,11,4.31+0.31,12.69+1.69,-8.39,0.53,1.57,2020,Elche
3,3-4-2-1,506,28,5,72,5,2.14-2.86,9.45+4.45,-7.30,0.38,1.68,2020,Elche
4,4-2-3-1,223,14,2,24,2,1.63-0.37,3.54+1.54,-1.91,0.66,1.43,2020,Elche
5,5-4-1,222,16,2,48,4,2.95+0.95,5.78+1.78,-2.83,1.20,2.34,2020,Elche
6,5-3-2,207,12,3,28,4,1.81-1.19,3.54-0.46,-1.73,0.79,1.54,2020,Elche
7,3-4-1-2,87,20,3,7,1,2.90-0.10,1.07+0.07,1.82,3.00,1.11,2020,Elche
8,4-4-1-1,20,1,0,8,1,0.50+0.50,0.59-0.41,-0.08,2.26,2.64,2020,Elche
9,4-5-1,13,1,0,0,0,0.07+0.07,0.00,0.07,0.51,0.00,2020,Elche
10,4-1-3-2,12,1,0,0,0,0.07+0.07,0.00,0.07,0.51,0.00,2020,Elche
1,3-5-2,1044,125,11,124,11,9.35-1.65,15.05+4.05,-5.71,0.81,1.30,2020,SD_Huesca
2,4-4-2,635,72,4,80,10,8.61+4.61,8.81-1.19,-0.20,1.22,1.25,2020,SD_Huesca
3,4-3-3,563,58,3,73,6,3.89+0.89,10.20+4.20,-6.30,0.62,1.63,2020,SD_Huesca
4,4-2-3-1,408,45,4,36,7,3.70-0.30,6.31-0.69,-2.61,0.82,1.39,2020,SD_Huesca
5,3-4-2-1,191,31,3,20,3,4.20+1.20,1.51-1.49,2.69,1.98,0.71,2020,SD_Huesca
6,3-1-4-2,190,15,0,16,3,0.72+0.72,1.89-1.11,-1.17,0.34,0.90,2020,SD_Huesca
7,3-4-3,152,8,1,22,1,0.64-0.36,2.17+1.17,-1.53,0.38,1.28,2020,SD_Huesca
8,5-3-2,130,7,2,20,2,1.30-0.70,1.34-0.66,-0.04,0.90,0.92,2020,SD_Huesca
9,3-4-1-2,95,19,3,10,4,3.14+0.14,0.66-3.34,2.47,2.97,0.63,2020,SD_Huesca
10,4-1-4-1,93,16,3,15,3,1.69-1.31,1.83-1.17,-0.14,1.63,1.77,2020,SD_Huesca
11,5-4-1,44,5,0,4,2,1.28+1.28,0.58-1.42,0.70,2.62,1.19,2020,SD_Huesca
12,4-1-3-2,13,2,0,2,1,0.52+0.52,0.47-0.53,0.04,3.58,3.28,2020,SD_Huesca
13,4-1-2-1-2,7,2,0,0,0,0.55+0.55,0.00,0.55,7.11,0.00,2020,SD_Huesca
1,4-4-2,2145,230,23,280,29,26.63+3.63,31.36+2.36,-4.73,1.12,1.32,2020,Real_Valladolid
2,4-2-3-1,741,54,6,102,17,4.96-1.04,12.57-4.43,-7.61,0.60,1.53,2020,Real_Valladolid
3,4-3-3,284,43,2,32,6,2.34+0.34,2.94-3.06,-0.60,0.74,0.93,2020,Real_Valladolid
4,4-1-4-1,232,23,2,28,1,2.27+0.27,3.07+2.07,-0.80,0.88,1.19,2020,Real_Valladolid
5,3-5-2,87,7,0,21,0,0.44+0.44,1.50+1.50,-1.07,0.45,1.56,2020,Real_Valladolid
6,3-4-2-1,27,9,1,2,1,1.41+0.41,0.13-0.87,1.28,4.71,0.44,2020,Real_Valladolid
7,5-4-1,21,1,0,4,2,0.02+0.02,0.99-1.01,-0.96,0.11,4.22,2020,Real_Valladolid
8,5-3-2,7,0,0,4,1,0.00,0.26-0.74,-0.26,0.00,3.38,2020,Real_Valladolid
1,4-4-2,2098,305,16,174,25,28.93+12.93,24.11-0.89,4.82,1.24,1.03,2020,Eibar
2,4-2-3-1,899,98,10,110,14,11.46+1.46,15.69+1.69,-4.23,1.15,1.57,2020,Eibar
3,4-1-4-1,246,16,1,35,7,0.77-0.23,5.71-1.29,-4.94,0.28,2.09,2020,Eibar
4,4-3-3,202,23,2,23,5,2.00,3.57-1.43,-1.57,0.89,1.59,2020,Eibar
5,3-4-1-2,93,10,0,6,1,0.36+0.36,0.31-0.69,0.05,0.35,0.30,2020,Eibar
6,4-5-1,25,0,0,2,0,0.00,0.06+0.06,-0.06,0.00,0.23,2020,Eibar
1,4-2-3-1,872,143,22,75,10,19.56-2.44,10.70+0.70,8.85,2.02,1.10,2022,Arsenal
2,4-3-3,850,151,21,78,6,21.60+0.60,6.73+0.73,14.87,2.29,0.71,2022,Arsenal
3,3-4-2-1,49,12,2,6,0,1.83-0.17,0.39+0.39,1.45,3.36,0.71,2022,Arsenal
4,4-1-4-1,16,4,0,1,0,0.21+0.21,0.05+0.05,0.16,1.18,0.30,2022,Arsenal
5,5-4-1,9,0,0,2,0,0.00,0.06+0.06,-0.06,0.00,0.61,2022,Arsenal
6,5-3-2,5,0,0,1,0,0.00,0.06+0.06,-0.06,0.00,1.16,2022,Arsenal
1,4-3-3,1427,265,44,106,14,35.66-8.34,13.68-0.32,21.98,2.25,0.86,2022,Manchester_City
2,3-2-4-1,187,25,4,18,0,5.06+1.06,0.98+0.98,4.08,2.43,0.47,2022,Manchester_City
3,4-2-3-1,138,24,4,17,3,3.25-0.75,2.68-0.32,0.57,2.12,1.75,2022,Manchester_City
4,3-4-3,114,18,1,2,1,2.52+1.52,0.08-0.92,2.44,1.99,0.06,2022,Manchester_City
5,4-4-2,33,4,0,6,2,0.18+0.18,1.64-0.36,-1.46,0.48,4.46,2022,Manchester_City
1,4-3-3,1886,287,32,212,11,38.29+6.29,20.50+9.50,17.79,1.83,0.98,2022,Newcastle_United
2,4-2-3-1,23,4,1,1,0,0.88-0.12,0.09+0.09,0.79,3.44,0.35,2022,Newcastle_United
1,4-2-3-1,1764,253,31,221,22,33.45+2.45,21.26-0.74,12.19,1.71,1.08,2022,Manchester_United
2,4-3-3,118,21,1,20,3,2.57+1.57,2.02-0.98,0.55,1.96,1.54,2022,Manchester_United
